row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
6769,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"sir my teacher always uses elimination method for linear equations only, she says substitution is old fashion. is it true or just preference?","conflict, skepticism, question","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6769,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"sir my teacher always uses elimination method for linear equations only, she says substitution is old fashion. is it true or just preference?","conflict, skepticism, question","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6769,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"sir my teacher always uses elimination method for linear equations only, she says substitution is old fashion. is it true or just preference?","conflict, skepticism, question","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6769,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"sir my teacher always uses elimination method for linear equations only, she says substitution is old fashion. is it true or just preference?","conflict, skepticism, question","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6770,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,miniLM_labels,low_confidence,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6770,hope_signals,Active misconception check,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"in my book for these trig identities, they solve from LHS to RHS, but you showed LHS and RHS separately, will I lose marks if I do it like you?","conflict, skepticism, question, low_confidence","Low productive_struggle,Active misconception check",MISCONCEPTION_PROBE
6771,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"wait, I thought we could do this sum in a different way, my sir taught me something else. is that also correct?","conflict, question, skepticism, simplification_request",High ki_score opportunity,MISCONCEPTION_PROBE
6771,miniLM_labels,simplification_request,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"wait, I thought we could do this sum in a different way, my sir taught me something else. is that also correct?","conflict, question, skepticism, simplification_request",High ki_score opportunity,MISCONCEPTION_PROBE
6771,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"wait, I thought we could do this sum in a different way, my sir taught me something else. is that also correct?","conflict, question, skepticism, simplification_request",High ki_score opportunity,MISCONCEPTION_PROBE
6772,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for quadratic graphs, my teacher drew the parabola opening downwards if 'a' is negative, but in a youtube video i saw it was opposite. which one is right?","conflict, confusion, skepticism, graphical, question","Active misconception,High load_risk",REPRESENTATION_TRANSLATION
6772,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for quadratic graphs, my teacher drew the parabola opening downwards if 'a' is negative, but in a youtube video i saw it was opposite. which one is right?","conflict, confusion, skepticism, graphical, question","Active misconception,High load_risk",REPRESENTATION_TRANSLATION
6772,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"for quadratic graphs, my teacher drew the parabola opening downwards if 'a' is negative, but in a youtube video i saw it was opposite. which one is right?","conflict, confusion, skepticism, graphical, question","Active misconception,High load_risk",REPRESENTATION_TRANSLATION
6772,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"for quadratic graphs, my teacher drew the parabola opening downwards if 'a' is negative, but in a youtube video i saw it was opposite. which one is right?","conflict, confusion, skepticism, graphical, question","Active misconception,High load_risk",REPRESENTATION_TRANSLATION
6773,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this theorem about equal tangents from an external point, my teacher just said 'learn it', but can you explain why it works? like, is it obvious or needs proof?","skepticism, curiosity, question","Moderate ct_score,High ki_score opportunity",EXPLAIN
6774,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,miniLM_labels,low_confidence,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,miniLM_labels,confusion,obvious_missing_label,Strong cue exists but label is not assigned.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6774,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"I'm a bit confused, is this method only for board exams or like general math also? my sir at coaching does it differently.","conflict, question, skepticism, low_confidence","Low productive_struggle,Active misconception check",EXPLAIN
6775,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,shortcut_seeking,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,ready_for_next,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6775,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"for median of grouped data, my teacher always makes us draw an ogive first, but you're directly using the formula. can we skip drawing ogive for calculation?","conflict, question, skepticism, procedural_focus","High ki_score opportunity,Moderate ct_score",SOCRATIC_Q
6776,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this question, the school exam model answer has a different final step than what we just did. is there more than one correct way?","conflict, skepticism, confusion, question","Active misconception check,High load_risk",WORKED_EXAMPLE
6776,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this question, the school exam model answer has a different final step than what we just did. is there more than one correct way?","conflict, skepticism, confusion, question","Active misconception check,High load_risk",WORKED_EXAMPLE
6776,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"this question, the school exam model answer has a different final step than what we just did. is there more than one correct way?","conflict, skepticism, confusion, question","Active misconception check,High load_risk",WORKED_EXAMPLE
6776,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"this question, the school exam model answer has a different final step than what we just did. is there more than one correct way?","conflict, skepticism, confusion, question","Active misconception check,High load_risk",WORKED_EXAMPLE
6776,hope_signals,Active misconception check,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"this question, the school exam model answer has a different final step than what we just did. is there more than one correct way?","conflict, skepticism, confusion, question","Active misconception check,High load_risk",WORKED_EXAMPLE
6777,miniLM_labels,high_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"my friend said the teacher told them a different method for this sum, which one is right?","conflict, skepticism, question",Moderate ct_score,EXPLAIN
6777,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"my friend said the teacher told them a different method for this sum, which one is right?","conflict, skepticism, question",Moderate ct_score,EXPLAIN
6778,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"sir the answer key online gives a different answer for this problem, is it wrong or my method is wrong?","skepticism, confusion, low_confidence, question",Active misconception check,WORKED_EXAMPLE
6778,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"sir the answer key online gives a different answer for this problem, is it wrong or my method is wrong?","skepticism, confusion, low_confidence, question",Active misconception check,WORKED_EXAMPLE
6778,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"sir the answer key online gives a different answer for this problem, is it wrong or my method is wrong?","skepticism, confusion, low_confidence, question",Active misconception check,WORKED_EXAMPLE
6779,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my older brother says this topic is useless, why are we even learning it then?","skepticism, disengagement, question",Low productive_struggle,ENCOURAGE
6779,miniLM_labels,disengagement,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my older brother says this topic is useless, why are we even learning it then?","skepticism, disengagement, question",Low productive_struggle,ENCOURAGE
6779,miniLM_labels,disengagement,semantic_contradiction,Utterance contains cues that oppose this assigned label.,"my older brother says this topic is useless, why are we even learning it then?","skepticism, disengagement, question",Low productive_struggle,ENCOURAGE
6779,miniLM_labels,physical,obvious_missing_label,Strong cue exists but label is not assigned.,"my older brother says this topic is useless, why are we even learning it then?","skepticism, disengagement, question",Low productive_struggle,ENCOURAGE
6780,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"in class, we did not do this type of problem, is this going to come in exam?","anxiety, skepticism, question",High load_risk,EXPLAIN
6781,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my math teacher said `fundamental theorem of arithmetic` means unique factorization but you explained it like prime factorization, is it the same thing?","conflict, confusion, question",Active misconception check,EXPLAIN
6781,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"my math teacher said `fundamental theorem of arithmetic` means unique factorization but you explained it like prime factorization, is it the same thing?","conflict, confusion, question",Active misconception check,EXPLAIN
6781,hope_signals,Active misconception check,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"my math teacher said `fundamental theorem of arithmetic` means unique factorization but you explained it like prime factorization, is it the same thing?","conflict, confusion, question",Active misconception check,EXPLAIN
6782,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for finding roots, sometimes my teacher makes us do `splitting the middle term` but sometimes she uses the `quadratic formula` directly. which one is easier or better to use?","question, skepticism, procedural_focus, simplification_request","Moderate ct_score, High ki_score opportunity",EXPLAIN
6782,miniLM_labels,shortcut_seeking,obvious_missing_label,Strong cue exists but label is not assigned.,"for finding roots, sometimes my teacher makes us do `splitting the middle term` but sometimes she uses the `quadratic formula` directly. which one is easier or better to use?","question, skepticism, procedural_focus, simplification_request","Moderate ct_score, High ki_score opportunity",EXPLAIN
6782,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"for finding roots, sometimes my teacher makes us do `splitting the middle term` but sometimes she uses the `quadratic formula` directly. which one is easier or better to use?","question, skepticism, procedural_focus, simplification_request","Moderate ct_score, High ki_score opportunity",EXPLAIN
6783,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,miniLM_labels,procedural_focus,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,miniLM_labels,shortcut_seeking,obvious_missing_label,Strong cue exists but label is not assigned.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,miniLM_labels,tabular,obvious_missing_label,Strong cue exists but label is not assigned.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6783,target_policy_action,VISUAL_ANALOGY,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"you showed `sin cos values` using a table, but in school, we use like our fingers to remember them, which way is faster?","question, skepticism, procedural_focus",High ki_score opportunity,VISUAL_ANALOGY
6784,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"my teacher said for `BPT`, we have to write the theorem fully, but you just showed application. will i lose marks for not writing theorem in exam?","anxiety, conflict, question",High load_risk,EXPLAIN
6784,target_policy_action,EXPLAIN,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"my teacher said for `BPT`, we have to write the theorem fully, but you just showed application. will i lose marks for not writing theorem in exam?","anxiety, conflict, question",High load_risk,EXPLAIN
6785,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"you said median can be found using formula, but my teacher draws an `ogive` to find it, which one is correct?","conflict, confusion, diagrammatic, question",Active misconception check,REPRESENTATION_TRANSLATION
6785,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"you said median can be found using formula, but my teacher draws an `ogive` to find it, which one is correct?","conflict, confusion, diagrammatic, question",Active misconception check,REPRESENTATION_TRANSLATION
6785,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"you said median can be found using formula, but my teacher draws an `ogive` to find it, which one is correct?","conflict, confusion, diagrammatic, question",Active misconception check,REPRESENTATION_TRANSLATION
6786,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the book says there can be only two tangents from an external point to a circle, but if i draw a huge circle, can't I draw more?","skepticism, question, misconception_clue",Active misconception,MISCONCEPTION_PROBE
6786,miniLM_labels,misconception_clue,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the book says there can be only two tangents from an external point to a circle, but if i draw a huge circle, can't I draw more?","skepticism, question, misconception_clue",Active misconception,MISCONCEPTION_PROBE
6786,miniLM_labels,low_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"the book says there can be only two tangents from an external point to a circle, but if i draw a huge circle, can't I draw more?","skepticism, question, misconception_clue",Active misconception,MISCONCEPTION_PROBE
6786,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"the book says there can be only two tangents from an external point to a circle, but if i draw a huge circle, can't I draw more?","skepticism, question, misconception_clue",Active misconception,MISCONCEPTION_PROBE
6786,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"the book says there can be only two tangents from an external point to a circle, but if i draw a huge circle, can't I draw more?","skepticism, question, misconception_clue",Active misconception,MISCONCEPTION_PROBE
6787,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my maths teacher said HCF x LCM = product of numbers, but then he gave a problem where it didnt work for three numbers, so which is true?","conflict, confusion, skepticism, misconception_clue, question","Active misconception check, High ki_score opportunity",MISCONCEPTION_PROBE
6787,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my maths teacher said HCF x LCM = product of numbers, but then he gave a problem where it didnt work for three numbers, so which is true?","conflict, confusion, skepticism, misconception_clue, question","Active misconception check, High ki_score opportunity",MISCONCEPTION_PROBE
6787,miniLM_labels,misconception_clue,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my maths teacher said HCF x LCM = product of numbers, but then he gave a problem where it didnt work for three numbers, so which is true?","conflict, confusion, skepticism, misconception_clue, question","Active misconception check, High ki_score opportunity",MISCONCEPTION_PROBE
6788,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"our school teacher says always show full steps in proofs otherwise marks cut, but my tuition sir sometimes just explains the logic. what's the board exam rule?","conflict, skepticism, procedural_focus, anxiety, question","Moderate ct_score, Low confidence",EXPLAIN
6788,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"our school teacher says always show full steps in proofs otherwise marks cut, but my tuition sir sometimes just explains the logic. what's the board exam rule?","conflict, skepticism, procedural_focus, anxiety, question","Moderate ct_score, Low confidence",EXPLAIN
6788,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"our school teacher says always show full steps in proofs otherwise marks cut, but my tuition sir sometimes just explains the logic. what's the board exam rule?","conflict, skepticism, procedural_focus, anxiety, question","Moderate ct_score, Low confidence",EXPLAIN
6788,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"our school teacher says always show full steps in proofs otherwise marks cut, but my tuition sir sometimes just explains the logic. what's the board exam rule?","conflict, skepticism, procedural_focus, anxiety, question","Moderate ct_score, Low confidence",EXPLAIN
6788,hope_signals,Low confidence,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"our school teacher says always show full steps in proofs otherwise marks cut, but my tuition sir sometimes just explains the logic. what's the board exam rule?","conflict, skepticism, procedural_focus, anxiety, question","Moderate ct_score, Low confidence",EXPLAIN
6789,miniLM_labels,conflict,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"in the quadratic formula, is it always minus b or sometimes it can be just b? cause i saw somewhere plus b, i am confused.","confusion, conflict, misconception_clue, question","Active misconception, High load_risk",MISCONCEPTION_PROBE
6789,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"in the quadratic formula, is it always minus b or sometimes it can be just b? cause i saw somewhere plus b, i am confused.","confusion, conflict, misconception_clue, question","Active misconception, High load_risk",MISCONCEPTION_PROBE
6789,miniLM_labels,physical,obvious_missing_label,Strong cue exists but label is not assigned.,"in the quadratic formula, is it always minus b or sometimes it can be just b? cause i saw somewhere plus b, i am confused.","confusion, conflict, misconception_clue, question","Active misconception, High load_risk",MISCONCEPTION_PROBE
6789,miniLM_labels,procedural_focus,obvious_missing_label,Strong cue exists but label is not assigned.,"in the quadratic formula, is it always minus b or sometimes it can be just b? cause i saw somewhere plus b, i am confused.","confusion, conflict, misconception_clue, question","Active misconception, High load_risk",MISCONCEPTION_PROBE
6790,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,miniLM_labels,topic_shift,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6790,hope_signals,High ki_score opportunity,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"my book says parabola is always U shape open up or down, but my friend said sometimes it can be sideways also? is that in 10th syllabus?","skepticism, confusion, question, graphical, topic_shift",High ki_score opportunity,REPRESENTATION_TRANSLATION
6791,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6791,miniLM_labels,anxiety,obvious_missing_label,Strong cue exists but label is not assigned.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6791,miniLM_labels,cognitive_overload,obvious_missing_label,Strong cue exists but label is not assigned.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6791,miniLM_labels,request_representation,obvious_missing_label,Strong cue exists but label is not assigned.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6791,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6791,hope_signals,Low productive_struggle,semantic_contradiction,Hope signal conflicts with miniLM/utterance cues.,"why do we have to show all these complicated steps for proving things? my teacher says just mug up the theorems, exams mein wahi aayega na?","skepticism, procedural_focus, curiosity, question","Moderate ct_score, Low productive_struggle",SOCRATIC_Q
6792,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,miniLM_labels,procedural_focus,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,miniLM_labels,recurring_error,obvious_missing_label,Strong cue exists but label is not assigned.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,miniLM_labels,misconception_clue,obvious_missing_label,Strong cue exists but label is not assigned.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6792,hope_signals,Active misconception check,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"for triangle similarity, my teacher always makes us write AAA, even if AA is enough. why is that? is there a difference?","conflict, confusion, procedural_focus, skepticism, question",Active misconception check,WORKED_EXAMPLE
6793,miniLM_labels,skepticism,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"the textbook examples are too simple, but my school teacher gives super hard questions for the same topic. which level should I prepare for boards?","skepticism, anxiety, low_confidence, conflict, question, simplification_request, example_request","Low confidence, High load_risk",ENCOURAGE
