index,category,utterance,old_action,new_action,rule,old_labels,new_labels
2136,2,"the quadratic formula, it's always giving two answers right? is it like in real life when you have two options for something?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, answer_attempt, curiosity, physical, procedural_focus, question, transfer_attempt","algebraic, answer_attempt, curiosity, procedural_focus, question, transfer_attempt"
2159,2,where can I use this in real life? like what's the big point of this chapter? just telling the formula is not helping me understand the why.,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, procedural_focus, question, shortcut_seeking, transfer_attempt","algebraic, curiosity, procedural_focus, question, shortcut_seeking, transfer_attempt"
2165,2,"can you give me a daily life example of this, not like some complicated math problem.",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, transfer_attempt","curiosity, example_request, question, transfer_attempt"
2178,2,"Can you give a very simple example from our daily life for this one, please? like something kids would understand.",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, physical, question, simplification_request, transfer_attempt","curiosity, example_request, question, simplification_request, transfer_attempt"
2188,2,AP is okay but where do we even use it outside school? like in what jobs or real life things?,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2191,2,"just give me a very easy example problem, like a simple daily life situation. not the complex ones please.",ANALOGOUS_EXAMPLE,ANALOGOUS_EXAMPLE,(labels-only),"curiosity, example_request, high_confidence, physical, shortcut_seeking, simplification_request, transfer_attempt","curiosity, example_request, high_confidence, shortcut_seeking, simplification_request, transfer_attempt"
2192,2,"that you shape graph of quadratic equations, does it like show the path of a ball thrown? are they related?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation"
2193,2,what is the use of this in real life? like why should I even study this topic?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2194,2,"this quadratic equations for real life problems is important na. can you show one more unique problem, like different from the book?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, conflict, curiosity, physical, question, transfer_attempt","algebraic, conflict, curiosity, question, transfer_attempt"
2195,2,sir is this math like used by engineers or something? like what's the use of this in real life?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2206,2,what's the point of learning this na? where does it actually apply in real life?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2228,3,"this AP sum formula, where do we actually use this in real life, seems so theoretical only",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, procedural_focus, question, transfer_attempt","algebraic, curiosity, procedural_focus, question, transfer_attempt"
2233,3,"I just want to pass this exam, not become a mathematician. This is too much detail.",EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, cognitive_overload","anxiety, cognitive_overload"
2246,3,why are we doing these quadratic equations? this is so useless in real life.,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2247,3,"i just want to pass this exam, i don't need to understand everything",EXPLAIN,ENCOURAGE,overload->encourage,anxiety,anxiety
2250,3,"all these numbers and factors for HCF LCM are too much for my head, can we just use a calculator?",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, curiosity, question","algebraic, cognitive_overload, question"
2253,3,"Why is this even important, like in real life I won't use it only na?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2264,3,"trigonometry is useless na, why do we even study this? never gonna use it in real life",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2272,3,"i just don't wanna do this today, it's too much stress for me",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, curiosity, question, self_monitoring","cognitive_overload, question, self_monitoring"
2281,3,AP word problems are so fake na? Like who needs this arithmetic progression in real life only?,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2293,3,"this is too much theory for one day, my head is full",EXPLAIN,ENCOURAGE,overload->encourage,"abstraction_attempt, cognitive_overload","abstraction_attempt, cognitive_overload"
2309,3,"my brain is melting, this chapter is too much",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
2315,3,"this is so much to remember, my brain will explode",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
2334,3,"just tell me the final answer directly na, I just want to pass this exam, not become a math whiz",EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, procedural_focus, shortcut_seeking","anxiety, procedural_focus, shortcut_seeking"
2355,3,"i will never get this, my brain is not working today",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
2386,3,"i'll never understand math, it's too much for my brain",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
2397,3,"my head is hurting, i need a break, too much info",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
2429,3,"mean median mode na, why are there so many ways to find average? is it useful in real life for anything?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2455,3,this is like too much theory and no practical use na? i am bored.,EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, cognitive_overload, curiosity, disengagement, frustration, physical, question, transfer_attempt","abstraction_attempt, cognitive_overload, curiosity, disengagement, frustration, question, transfer_attempt"
2457,3,"sir this sin cos tan na, i don't understand why we have to learn it when calculator can do everything.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, question","algebraic, confusion, curiosity, question"
2471,3,"mean median mode problems take forever to calculate for big data sets. too much calculation, my hand hurts",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, cognitive_overload, physical, procedural_focus, representation_shift, request_representation","algebraic, cognitive_overload, procedural_focus, representation_shift, request_representation"
2518,3,"trigonometry ratios, sin cos tan, what is the use of learning all this? it's not even useful in real life.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2524,3,"this sum of AP formula is too much to remember, just give me the short version for exam please",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, anxiety, cognitive_overload, curiosity, procedural_focus, shortcut_seeking","algebraic, anxiety, cognitive_overload, procedural_focus, shortcut_seeking"
2525,3,"too many things to learn, my head is full now, just tell me the answer",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, procedural_focus, shortcut_seeking","cognitive_overload, procedural_focus, shortcut_seeking"
2533,3,"yaar this is too much for my small brain, i just want to pass this exam.",EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, cognitive_overload","anxiety, cognitive_overload"
2552,3,"probability formula n all, it's just for exams na? in real life no one calculates like this",EXPLAIN,EXPLAIN,(labels-only),"algebraic, anxiety, curiosity, physical, procedural_focus, question, transfer_attempt","algebraic, anxiety, curiosity, procedural_focus, question, transfer_attempt"
2602,3,what's the use of finding probability of like picking a red ball? it's just random right? why bother with formulas,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, answer_attempt, curiosity, physical, question, representation_shift, request_representation","algebraic, answer_attempt, curiosity, question, representation_shift, request_representation"
2606,3,"why do i have to prove root 2 is irrational again n again, it's not useful outside exam hall na",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, algebraic, anxiety, curiosity, physical, question, recurring_error","abstraction_attempt, algebraic, anxiety, curiosity, question, recurring_error"
2654,3,"trigonometry is just too abstract, how will this even help me in future, like will i ever use sin cos in real life?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, algebraic, curiosity, physical, question, transfer_attempt","abstraction_attempt, algebraic, curiosity, question, transfer_attempt"
2663,3,"i don't get this at all, my brain is not working today",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
2669,3,"i just want to pass, i don't need to understand everything properly. just tell me what comes in exam.",EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, curiosity, question, shortcut_seeking","anxiety, question, shortcut_seeking"
2674,3,"trigonometry is so useless na, who even uses sin cos in real life? just tell me what's important for exam.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, anxiety, curiosity, physical, question, shortcut_seeking, transfer_attempt","algebraic, anxiety, curiosity, question, shortcut_seeking, transfer_attempt"
2681,3,"my head is paining, i don't understand anything anymore.",ENCOURAGE,ENCOURAGE,(labels-only),cognitive_overload,"cognitive_overload, confusion"
2723,3,"i just want to pass this exam, don't care about anything else in math",EXPLAIN,ENCOURAGE,overload->encourage,anxiety,anxiety
2739,3,"what's the use of learning this coordinate geometry in real life, seems pointless",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2755,3,"this trigonometry thing, what is the point of learning this? when will I ever use sin cos tan in real life?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2768,3,"i just want to pass the exam, so just tell me what are the important questions for this chapter, don't need to explain everything",EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, curiosity, question, shortcut_seeking","anxiety, question, shortcut_seeking"
2770,3,"all these proofs na, BPT, converse BPT, similar triangles, so much to remember. i just hope they ask direct questions",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, diagrammatic","algebraic, diagrammatic"
2780,3,why probability is important for my 10th class exams only? it's not coming in real life.,EXPLAIN,EXPLAIN,(labels-only),"algebraic, anxiety, curiosity, physical, question, transfer_attempt","algebraic, anxiety, curiosity, question, transfer_attempt"
2790,3,when will i ever use surface area of a combined solid in real life haan? like is it actually useful or just for exams?,EXPLAIN,EXPLAIN,(labels-only),"algebraic, anxiety, curiosity, diagrammatic, physical, question, transfer_attempt","algebraic, anxiety, curiosity, diagrammatic, question, transfer_attempt"
2824,3,what's the point of learning all this? i just want to pass the exam,EXPLAIN,ENCOURAGE,overload->encourage,"anxiety, curiosity, question","anxiety, question"
2834,3,why are we even learning all this stuff na? it's not going to be useful in real life.,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
2841,3,"these trig identities are just too many to remember, will they give us a formula sheet in exam? otherwise i will fail.",EXPLAIN,ENCOURAGE,giveup->encourage,"algebraic, anxiety, cognitive_overload, curiosity, low_confidence, procedural_focus, question, shortcut_seeking, tabular","algebraic, anxiety, cognitive_overload, low_confidence, procedural_focus, question, shortcut_seeking, tabular"
2851,3,"lengths of tangents from external point are equal, ok i know that, but why is this useful in real life? just seems like a random fact.",EXPLAIN,EXPLAIN,(labels-only),"curiosity, diagrammatic, high_confidence, physical, question, transfer_attempt","curiosity, diagrammatic, high_confidence, question, transfer_attempt"
2856,3,"these combined solids surface area problems are too big, just give the final answer please, my hand hurts writing",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, diagrammatic, physical, procedural_focus, representation_shift, request_representation, shortcut_seeking","algebraic, diagrammatic, procedural_focus, representation_shift, request_representation, shortcut_seeking"
2861,3,"BPT theorem, like what is the point of learning this if i can just measure lines with a scale in real life?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question, self_monitoring, transfer_attempt","algebraic, curiosity, diagrammatic, question, self_monitoring, transfer_attempt"
2876,3,"I'm just tired, my brain is not working anymore. Can we stop for today?",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, curiosity, question, self_monitoring","cognitive_overload, confusion, question, self_monitoring"
2883,3,"quadratic formula is like too much to remember, can i just factorize always na for answers?",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, curiosity, procedural_focus, question","algebraic, cognitive_overload, procedural_focus, question"
2901,3,"BPT theorem, what's the use of this in real life? like will I ever use this property outside of school?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
2914,3,"this is so boring, when will we use this? no use only for real life",EXPLAIN,EXPLAIN,(labels-only),"curiosity, disengagement, frustration, physical, question, transfer_attempt","curiosity, disengagement, frustration, question, transfer_attempt"
2956,3,"this is so hard yaar, i don't understand anything.",EXPLAIN,EXPLAIN,(labels-only),self_monitoring,"confusion, self_monitoring"
2967,3,"all these sin cos identities are too much to remember, i just confuse everything, can i just learn 1-2 only?",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, confusion, curiosity, question","algebraic, cognitive_overload, confusion, question"
2974,3,"what if i don't understand this part, can i still pass the exam?",EXPLAIN,EXPLAIN,(labels-only),"anxiety, curiosity, question","anxiety, confusion, curiosity, question"
2990,3,"why are we learning this BPT theorem, like what is it's use? it seems useless for real life",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
3018,3,"sin square + cos square = 1, like what even is the use of this in real life? just formulas na",EXPLAIN,EXPLAIN,(labels-only),"algebraic, answer_attempt, curiosity, physical, question, transfer_attempt","algebraic, answer_attempt, curiosity, question, transfer_attempt"
3025,3,why do we need sin cos and all this? what is the use of it in real life? just tell me na,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, shortcut_seeking, transfer_attempt","algebraic, curiosity, question, shortcut_seeking, transfer_attempt"
3031,3,"all these quadratic formulas are too much to remember, like the discriminant and all. just tell me the main one",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, shortcut_seeking","algebraic, cognitive_overload, shortcut_seeking"
3062,3,"this is just too much theory for one day, my head is full now",EXPLAIN,ENCOURAGE,overload->encourage,"abstraction_attempt, cognitive_overload","abstraction_attempt, cognitive_overload"
3069,3,what is the real use of this chapter? like in real life i mean,EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, self_correction, transfer_attempt","algebraic, curiosity, question, self_correction, transfer_attempt"
3079,3,"i already know this, can we skip to the next part please?",METACOGNITIVE_REFLECT,RESUME_STATE,advance->resume_state,"curiosity, disengagement, environmental_feedback, high_confidence, question","curiosity, disengagement, environmental_feedback, high_confidence, question"
3082,3,"this is too much theory na, when will I ever use this coordinate geometry in real life?",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, cognitive_overload, curiosity, physical, question, transfer_attempt","abstraction_attempt, cognitive_overload, curiosity, question, transfer_attempt"
3086,3,"i don't understand this problem, just give me the formula and i will put the values",WORKED_EXAMPLE,WORKED_EXAMPLE,(labels-only),"algebraic, curiosity, procedural_focus, shortcut_seeking","algebraic, confusion, curiosity, procedural_focus, shortcut_seeking"
3124,3,"can we just do some practical problems now, this theory is making me sleepy",EXPLAIN,EXPLAIN,(labels-only),"abstraction_attempt, curiosity, physical, question, transfer_attempt","abstraction_attempt, curiosity, question, transfer_attempt"
3140,3,"sir, can i just use the direct method for mean always? assumed mean and step deviation are too much to remember.",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, curiosity, procedural_focus, question, self_monitoring","algebraic, cognitive_overload, procedural_focus, question, self_monitoring"
3167,3,"what is the use of all this in real life? like seriously, where will i use this?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
3254,3,"sir this is too much for my head, can you just give me the answer please, no one will know",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, curiosity, procedural_focus, question, shortcut_seeking","cognitive_overload, procedural_focus, question, shortcut_seeking"
3258,3,why are we learning this? like what is the use of this in real life?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
3271,3,"trig ratios for specific angles, how will i use this 30 degree in real life for something? who measures angles like this?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, diagrammatic, physical, question, transfer_attempt","curiosity, diagrammatic, question, transfer_attempt"
3275,3,"sin cos tan n all, why do we even study this? useless in real life.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
3297,3,"these height and distance problems are so made up, why do i need to calculate tree height? it's not useful",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, procedural_focus, question, self_monitoring, transfer_attempt","curiosity, procedural_focus, question, self_monitoring, transfer_attempt"
3305,3,"Proving root 2 is irrational, like why do we even need to know this in real life? It seems totally useless.",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, transfer_attempt","algebraic, curiosity, question, transfer_attempt"
3317,3,"why do we have two formulas for sum of n terms of AP? just one is enough na, too much to remember.",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, curiosity, question","algebraic, cognitive_overload, question"
3352,4,"i don't understand why x can't be negative in this square root problem, is it something about real numbers?",ENCOURAGE,ENCOURAGE,(labels-only),"algebraic, curiosity, low_confidence, question, transfer_attempt","algebraic, confusion, curiosity, low_confidence, question, transfer_attempt"
3390,4,"i already know how to combine solids, can we just do problems direct now?",EXPLAIN,TRANSFER_PROBLEM,advance->transfer_problem,"curiosity, diagrammatic, environmental_feedback, high_confidence, question","curiosity, diagrammatic, environmental_feedback, high_confidence, question"
3427,4,"i don't understand how this contradiction thing works, can we just do like simpler proofs first?",SOCRATIC_Q,EXPLAIN,confusion->explain,"curiosity, question, simplification_request","confusion, curiosity, question, simplification_request"
3436,4,"i don't remember how to do proof by contradiction, this concept needs that only na? can you remind me fast?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"abstraction_attempt, algebraic, curiosity, question","abstraction_attempt, algebraic, curiosity, question"
3443,4,"BPT is clear for me, is the converse also similar concept, or something new?",QUIZ,TRANSFER_PROBLEM,advance->transfer_problem,"abstraction_attempt, algebraic, curiosity, high_confidence, question, self_monitoring","abstraction_attempt, algebraic, curiosity, high_confidence, question, self_monitoring"
3456,4,"this is getting kinda boring na, can we like move to something more practical?",RESUME_STATE,RESUME_STATE,(labels-only),"curiosity, disengagement, frustration, physical, question, ready_for_next, topic_shift, transfer_attempt","curiosity, disengagement, frustration, question, ready_for_next, topic_shift, transfer_attempt"
3463,4,i can't understand this sum of AP terms at all. can we go back to finding just the nth term first?,BRIDGE_RECAP,BRIDGE_RECAP,(labels-only),"algebraic, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, question, self_monitoring","algebraic, confusion, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, question, self_monitoring"
3473,4,"Quadratic formula i know, but how to use it for like real life problems? can we see that?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, high_confidence, physical, procedural_focus, question, transfer_attempt","algebraic, curiosity, high_confidence, procedural_focus, question, transfer_attempt"
3542,4,"this whole proof by contradiction na, i don't remember how to do proofs only from last year. is it a prerequisite?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"abstraction_attempt, algebraic, curiosity, question","abstraction_attempt, algebraic, curiosity, question"
3585,4,"i don't remember how to find the nth term properly, should i revise that first for this sum of ap?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"algebraic, curiosity, question","algebraic, curiosity, question"
3608,4,"distance formula is clear, can we try some problems with collinearity now?",EXPLAIN,TRANSFER_PROBLEM,advance->transfer_problem,"algebraic, curiosity, diagrammatic, high_confidence, procedural_focus, question","algebraic, curiosity, diagrammatic, high_confidence, procedural_focus, question"
3609,4,"too much theory today, my head is full. can we do something practical next?",EXPLAIN,ENCOURAGE,overload->encourage,"abstraction_attempt, cognitive_overload, curiosity, physical, question, transfer_attempt","abstraction_attempt, cognitive_overload, question, transfer_attempt"
3620,4,"this part is clear, can we go to the next concept now?",QUIZ,RESUME_STATE,advance->resume_state,"abstraction_attempt, curiosity, high_confidence, question","abstraction_attempt, curiosity, high_confidence, question"
3653,4,"i think i get how ap works now, what are the real life sums for it?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, physical, question, self_monitoring, transfer_attempt","algebraic, curiosity, question, self_monitoring, transfer_attempt"
3657,4,"this is too much for my brain right now, can we do something lighter for a bit?",EXPLAIN,ENCOURAGE,overload->encourage,"answer_attempt, cognitive_overload, curiosity, question, self_monitoring","answer_attempt, cognitive_overload, question, self_monitoring"
3734,4,"we learnt about basic trig ratios now, can we directly go to heights and distances? that seems more useful.",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, simplification_request, transfer_attempt","curiosity, question, simplification_request, transfer_attempt"
3745,4,"i know basic proportionality theorem very well from sample papers, can we skip direct applications and do harder ones?",EXPLAIN,TRANSFER_PROBLEM,advance->transfer_problem,"algebraic, curiosity, diagrammatic, disengagement, high_confidence, question, simplification_request, transfer_attempt","algebraic, curiosity, diagrammatic, disengagement, high_confidence, question, simplification_request, transfer_attempt"
3787,4,"i get the ratios part for trig, but can we see how to use it in real life like to find height of a tower or something? i'm curious.",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, self_monitoring, transfer_attempt","curiosity, question, self_monitoring, transfer_attempt"
3814,4,"i don't remember how to find LCM by prime factorization, can you quickly explain it again before we do this HCF LCM relation?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"algebraic, curiosity, question","algebraic, curiosity, question"
3824,4,"uffff another property, this is so much to remember. can we just skip to problems na?",METACOGNITIVE_REFLECT,ENCOURAGE,overload->encourage,"curiosity, disengagement, question","disengagement, question"
3894,4,"i know how to find the nth term of an AP, like the formula an = a + (n-1)d, but how is that used in real life situations?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, answer_attempt, curiosity, high_confidence, physical, procedural_focus, question, transfer_attempt","algebraic, answer_attempt, curiosity, high_confidence, procedural_focus, question, transfer_attempt"
3904,4,"similar figures is easy, can we move to BPT directly? that's the important one for boards.",EXPLAIN,RESUME_STATE,advance->resume_state,"algebraic, anxiety, curiosity, high_confidence, question, ready_for_next, topic_shift","algebraic, anxiety, curiosity, high_confidence, question, ready_for_next, topic_shift"
3921,4,"this is too much for my brain na, can we like do something else for a bit?",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, curiosity, question, self_monitoring","cognitive_overload, question, self_monitoring"
3952,4,"i don't understand anything, i think i need to revise the basics first, can we do that?",BRIDGE_RECAP,BRIDGE_RECAP,(labels-only),"curiosity, prerequisite_awareness, prerequisite_weakness, question, self_monitoring, simplification_request","confusion, curiosity, prerequisite_awareness, prerequisite_weakness, question, self_monitoring, simplification_request"
3975,4,I'm still not fully understanding sin cos tan ratios. Is this gonna be a big problem for heights and distances later?,EXPLAIN,EXPLAIN,(labels-only),"algebraic, cognitive_overload, curiosity, physical, question, transfer_attempt","algebraic, cognitive_overload, curiosity, question, transfer_attempt"
4007,4,"okay i think i got this concept, what's next in the syllabus?",EXPLAIN,RESUME_STATE,advance->resume_state,"abstraction_attempt, answer_attempt, curiosity, high_confidence, question, ready_for_next, self_monitoring, topic_shift","abstraction_attempt, answer_attempt, curiosity, high_confidence, question, ready_for_next, self_monitoring, topic_shift"
4078,4,"i don't understand coordinate axes properly, like what is x and y. do i need to revise 9th class first?",BRIDGE_RECAP,BRIDGE_RECAP,(labels-only),"curiosity, prerequisite_awareness, prerequisite_weakness, question, self_monitoring","confusion, curiosity, prerequisite_awareness, prerequisite_weakness, question, self_monitoring"
4112,4,this is too much for my brain right now. can we just stop or do something lighter?,EXPLAIN,ENCOURAGE,overload->encourage,"answer_attempt, cognitive_overload, curiosity, question, self_monitoring","answer_attempt, cognitive_overload, question, self_monitoring"
4132,4,"i don't remember basic algebra, should i revise before this?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"curiosity, question, simplification_request","curiosity, question, simplification_request"
4202,4,"i don't remember what a quadratic equation is, like how do we even identify it from others? should i revise that first?",SOCRATIC_Q,BRIDGE_RECAP,prereq->bridge_recap,"algebraic, curiosity, question","algebraic, curiosity, question"
4263,4,"wait, I'm stuck here. How did we get this step for zeroes of polynomial? I forgot how to manipulate algebraic expressions like this. Should I revise algebra first?",BRIDGE_RECAP,BRIDGE_RECAP,(labels-only),"algebraic, confusion, curiosity, low_confidence, prerequisite_awareness, prerequisite_weakness, procedural_focus, question, self_correction","algebraic, confusion, curiosity, low_confidence, physical, prerequisite_awareness, prerequisite_weakness, procedural_focus, question, self_correction"
4434,4,i don't understand what the question is asking only. is this related to something we did before?,SOCRATIC_Q,EXPLAIN,confusion->explain,"curiosity, question","confusion, curiosity, question"
4580,5,"everyone else understands this, why am i always the one struggling?",SOCRATIC_Q,ENCOURAGE,giveup->encourage,"curiosity, question",question
4601,5,i think i'm just not good at math. i don't understand anything today.,ENCOURAGE,ENCOURAGE,(labels-only),"low_confidence, self_monitoring","confusion, low_confidence, self_monitoring"
4626,5,i don't understand when parallel lines or coincident lines come for linear equations. i always mix up the a1/a2 ratios. this chapter is so hard for me.,REVIEW,REVIEW,(labels-only),"curiosity, diagrammatic, low_confidence, question, recurring_error, self_monitoring","confusion, curiosity, diagrammatic, low_confidence, question, recurring_error, self_monitoring"
4656,5,"this root 2 irrational proof na, my brain just freezes, i always mess up the squaring part, i think i'll fail this in exam",EXPLAIN,ENCOURAGE,giveup->encourage,"abstraction_attempt, algebraic, anxiety, cognitive_overload, low_confidence, recurring_error, self_monitoring","abstraction_attempt, algebraic, anxiety, cognitive_overload, low_confidence, recurring_error, self_monitoring"
4692,5,"this is just too much, i think my brain is going to explode.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
4743,5,all these methods for mean of grouped data are too much for my head. i always mix up which formula to use and end up getting wrong answer.,EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, cognitive_overload, confusion, curiosity, low_confidence, procedural_focus, question, recurring_error, self_monitoring","algebraic, cognitive_overload, confusion, low_confidence, procedural_focus, question, recurring_error, self_monitoring"
4749,5,"i'm just not getting anything today, my brain is not working.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, confusion, self_monitoring","cognitive_overload, confusion, self_monitoring"
4765,5,"i just don't understand anything today, my mind is blank, i feel so dumb",ENCOURAGE,ENCOURAGE,(labels-only),"frustration, low_confidence, physical, self_monitoring","confusion, frustration, low_confidence, physical, self_monitoring"
4789,5,"can we just skip this chapter please, i don't understand anything only, my head hurts",RESUME_STATE,RESUME_STATE,(labels-only),"cognitive_overload, curiosity, disengagement, question, ready_for_next, topic_shift","cognitive_overload, confusion, curiosity, disengagement, question, ready_for_next, topic_shift"
4792,5,"BPT theorem, i understand the statement but when problem comes, i can't apply it correctly, i think i don't understand it fully",EXPLAIN,EXPLAIN,(labels-only),"algebraic, cognitive_overload, curiosity, low_confidence, question, self_monitoring, transfer_attempt","algebraic, cognitive_overload, confusion, curiosity, low_confidence, question, self_monitoring, transfer_attempt"
4803,5,"mean, median, mode. all these grouped data things are so much to remember. i'll definitely make a calculation mistake.",EXPLAIN,ENCOURAGE,overload->encourage,"algebraic, procedural_focus","algebraic, procedural_focus"
4849,5,"this is all just too much for my brain, i want to cry.",EXPLAIN,ENCOURAGE,overload->encourage,"cognitive_overload, self_monitoring","cognitive_overload, self_monitoring"
